scheme,data_size,operation,time,ciphertext_size
ECC,0,key_gen,0.3775439666666595,0
ECC,128,encrypt,0.008979566666918496,225
ECC,128,decrypt,0.001069199999619741,225
ECC,1024,encrypt,0.000909166667649212,1121
ECC,1024,decrypt,0.0008107333330068892,1121
SM2,0,key_gen,5.663333407331569e-05,0
SM2,128,encrypt,0.003180933332866213,160
SM2,128,decrypt,6.883333359534542e-05,160
SM2,1024,encrypt,0.000228600000506655,1056
SM2,1024,decrypt,7.060000037502807e-05,1056
